id,date,tweet
1420437030673260551,2021-07-28 17:32:33+00:00,"私は私とBlerdConからいくつかの友人のビデオを見つけました😯 

元のオーディオが置き換えられました‼️

ビデオリンク ➡️ youtu.be/aTGkRyOUQTM

タイム スタンプ ➡️ 2:13

#Blerdcon #blerDCon2021 https://t.co/f4GRD2Ic2t"
1420375231114399755,2021-07-28 13:26:59+00:00,"Back for episode 150 with Steve B. From @apodamongstmen
⛩
.
podcasts.apple.com/us/podcast/iss…
Follow the team @hk_domino @emprodabob @3ninjaspodcast #3ninjaspodcast  #blerdcon2021 #connecticut #cosplay #mcu  #mastersoftheuniverserevelation #twitch #blackcontentcreators #hbomax #pokimane https://t.co/Ovk8WTT4xd"
1420329527654371328,2021-07-28 10:25:22+00:00,"📣 New Podcast! ""Issue #150: Stream Walker feat. Stephan B."" on @Spreaker #3ninjaspodcast #activision #blackpodcasts #blackwidow #blerdcon2021 #comedy #cosplay #entertainment #funny #hbomax #jamesgunn #mcu #netflix #newepisode #news #tokyoolympics spreaker.com/user/13414919/…"
1420222219574255622,2021-07-28 03:18:58+00:00,"It took me 5 hours to make this video and its being prepped to be uploaded to YouTube.

Uproar from Blerdcon's 2021 cosplay contest mean for the anime con community?

Premiering on the Ministry of Otaku Channel Tomorrow at 9am.

#blerdcon
#blerDCon2021 
#cosplay https://t.co/zrLN4H927t"
1420168963976306699,2021-07-27 23:47:21+00:00,"I was working on a update video on this development when a commentor informed me that white cosplayers did won the blerdcon cosplay contest in previous years: Two times before!

With no outrage from attendees!

#Blerdcon 
#blerDCon2021 
#cosplay twitter.com/MinistryofOtak… https://t.co/YpwnaZ27hR"
1420062805403787270,2021-07-27 16:45:30+00:00,Have you watched my newest #TuesdayTea video about #blerdcon2021 the tea is BOLD FULL FLAVORED mess 🤣youtu.be/4ibCuL1wvVY https://t.co/KmvU6Rxuz0
1420060913948823552,2021-07-27 16:37:59+00:00,"To all the #blerdcon2021 haters on the girl who won:

You have now successfully segregated the nerd community en masse. Congrats, I hope you're happy with yourselves. Dickheads."
1420034699049775110,2021-07-27 14:53:49+00:00,An awesome Bleach Group Cosplay from #blerDCon2021 #BleachCosplayers #BleachBraveSouls twitter.com/wendellwpii/st…
1420028704655396870,2021-07-27 14:30:00+00:00,"Hilton and the Judges keep dirty deleting as if we don't believe in screenshots?? So much has happened between last Tuesday and now and if you're looking for a quick recap then go watch my video. My head is still spinning youtu.be/4ibCuL1wvVY
#blerdcon2021 #cosplaycontest https://t.co/W6VXZH6LuB"
1419838913796001800,2021-07-27 01:55:51+00:00,"Breaking news

The Caucasian white cosplayer who was cosplaying Sakura from Cardcaptor Sakura who won blerdcons 2021 cosplay contest has stepped down and a new winner has been  announced to the dismay of people who actually think she earned it.

#blerdcon2021
#blerdcon
#cosplays https://t.co/VUPnxoTRDj"
1419804232790728704,2021-07-26 23:38:02+00:00,1st round of book orders are going out tomorrow!!!! #Blerdcon #blerDCon2021 https://t.co/GhRwK3jn0X
1419753136886013955,2021-07-26 20:15:00+00:00,"Oh and don't think I forgot about yall bigger Black cosplayers. I see yall! 

#blerDCon2021 https://t.co/Y2ALXLTlht"
1419698807667822593,2021-07-26 16:39:07+00:00,"We're back from BlerdCon and we had quite the time. This week we're diving into the good, the bad, and the controversial elements of the 2021 event. We'll also talk about the panel we hosted!
bit.ly/3iOBRed 

#podcast #blerdcon #blerdcon2021 #blerd #anime #nerds #bipoc https://t.co/hwQft9M1X8"
1419698004118757383,2021-07-26 16:35:55+00:00,The pics coming out of #DREAMCON2021 looks like what #blerDCon2021 was supposed to be.
1419690352567537673,2021-07-26 16:05:31+00:00,@sailorxtasy @Drachearannak @Hey_AshBee YESSSS!!! You looked absolutely AMAZING at #blerDCon2021 it was great seeing you again :)
1419628485480439810,2021-07-26 11:59:41+00:00,"@blerdconDC 2021 was a good time. Lots of things to see and experience. Even ran into a guy I met on Match back in 2008. 😳
Found a new trade to read.
Can't wait to see what's in store for next year.
#BlerdCon2021 https://t.co/uU7MIentic"
1419627674666950660,2021-07-26 11:56:27+00:00,"#blerDCon2021 #blerdcon 

dela-doll.com/blerdcon-it-wa…"
1419599762588905478,2021-07-26 10:05:32+00:00,"Oh I told yall I talked about it! 

#blerDCon2021 fucked up... https://t.co/tPm3s4CAYZ"
1419431440886878212,2021-07-25 22:56:41+00:00,#Blerdcon #blerdcon2021 https://t.co/k4776bDLdK
1419427326253752320,2021-07-25 22:40:20+00:00,"This cosplay was 🔥🔥 so many great people showed to and really made a mark in the community. 

Source • #stormborn_unlimited ""All of you should kneel before me!"" Photocred: #chexicam #blerdcon2021 #blerd #blercon #chunli #chunlicosplay  #ftonerdtalk #ftonews #dontsleeponfto https://t.co/9guLnfzEGt"
1419341626892197895,2021-07-25 16:59:48+00:00,"Sadly I didn't take a lot of pictures at Blerdcon 2021. But here are some I did take.

#blerdcon2021 #blerdcon #blerd instagram.com/p/CRwftDAJSLi/…"
1419277081452683274,2021-07-25 12:43:19+00:00,Anyone else LOVE taking pics of their face when they’re done painting before the process of getting into full drag? I have an incalculable amount of these photos. The looks from #blerdcon2021. #conqweens #drag #dragmakeup #dragcosplay #redclaw #boomer #madamehydra #kawaiieyes https://t.co/0r1ajvMGYN
1419196945587920898,2021-07-25 07:24:53+00:00,"@AtheistAlcohol2 @SUPERcoBRUH @PodcastPlague 

Tune in to hear the full #blerDCon2021 dissection https://t.co/7M6PlegJNL"
1419097391261790209,2021-07-25 00:49:18+00:00,"This is cool, boss, bad ass. Insert awesome compliment here. 

Cosplay • @dominator_cos Happy mutant Monday! 

Storm: #rah_storm_munroe 
📸: #shadowmarsmedia 

#xmencosplay #xmen #bishopcosplay #stormcosplay #poccosplayer #marvelcomics #blerdcon #blerdcon2021 https://t.co/AhWItdgiuS"
